month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202005,34007,"camden, nj",215050,0.0118,0.0755,1240,-0.0634,-0.4779,64,0.1963,0.2427,544,0.2252,-0.4237,16,0.3333,-0.5556,328,0.2813,-0.6306,160,0.2308,-0.1534,125,0.0339,0.0834,1680,0.0072,0.009,264166,0.023,0.0724,1400,-0.0371,-0.454,0.129,0.0308,0.0495
202005,34017,"hudson, nj",539050,0.0123,-0.0227,1472,0.0705,-0.2947,65,0.1818,0.6456,568,0.7975,-0.4034,4,0,-0.5,172,0.7917,-0.6019,3,2,2,305.1245886,0.0259,-0.0139,744,0.029,0.022,704055,0.0153,0.0446,1475,0.0719,-0.2936,0.002,0.0013,0.0016
202005,34021,"mercer, nj",399850,0.0418,0.0593,996,-0.0273,-0.3878,75,0.25,0.6129,344,0.3651,-0.5,8,0,-0.3333,192,0.2973,-0.6496,216,0.125,-0.3354,175.933908,0.0038,0.0146,1668,0.0091,-0.0027,580401,-0.0035,0.0852,1212,-0.0033,-0.3791,0.2169,0.0294,0.0171
202005,34011,"cumberland, nj",160050,0.0596,0.1232,555,-0.099,-0.3888,86,0.1622,0.1781,120,0.3043,-0.5,4,,0,112,0.3333,-0.5172,112,-0.0261,2.6129,99.89484753,0.0271,0.2015,1430,0.0207,0.0608,206706,0.1642,0.3009,667,-0.0876,-0.2897,0.2018,0.0151,0.1677
202005,34029,"ocean, nj",361040,0.0142,0.0786,4979,-0.0421,-0.2949,97,0.1902,0.5902,1352,0.7696,-0.391,28,0,-0.2222,660,0.25,-0.6519,2024,11.8917,21.2418,159.4746717,0.0065,0.0868,1507,0.0047,0.0407,571505,0.0138,0.1671,7003,0.3077,-0.0208,0.4065,0.3763,0.3936
202005,34003,"bergen, nj",649950,0.0014,0.0332,3292,0.063,-0.3473,73,0.2167,0.7176,1196,1.0621,-0.4432,20,0.6667,0.25,472,0.7879,-0.6206,10,0.6667,9,0,,,0,,,958959,0.0068,0.0411,3302,0.0641,-0.3455,0.003,0.0011,0.0028
202005,34033,"salem, nj",139950,0.0363,0.0367,337,-0.056,-0.3556,112,0.1606,0.4452,76,0.0556,-0.2963,8,,1,52,-0.2353,-0.6667,30,0.3043,0.4286,89.97747748,0.0077,0.0197,1488,-0.0142,-0.0328,179738,0.0431,0.0528,367,-0.0342,-0.3254,0.089,0.0246,0.0489
202005,34031,"passaic, nj",394050,-0.0052,0.0724,1465,-0.0246,-0.3704,70,0.2844,0.8667,560,0.8182,-0.4964,12,,0,212,0.359,-0.6241,5,4,4,0,,,0,,,432470,-0.0044,0.0549,1470,-0.022,-0.3686,0.0034,0.0027,0.003
202005,34037,"sussex, nj",299050,0.0491,0.0717,1009,-0.0354,-0.3233,75,0.0949,0.2931,344,0.6863,-0.3065,8,-0.3333,-0.3333,156,0.2581,-0.6061,6,2,5,0,,,0,,,384173,0.0389,0.1481,1015,-0.0315,-0.3197,0.0059,0.004,0.0053
202005,34001,"atlantic, nj",252950,-0.0078,-0.0598,2277,-0.0206,-0.1847,91,0.1592,0.2727,480,0.6438,-0.4231,32,0.6,-0.3333,260,0.383,-0.5324,732,-0.0381,6.5464,101.0496183,0.0138,0.1898,1060,0.0232,0.0495,422386,-0.0029,-0.0339,3009,-0.025,0.0412,0.3215,-0.0058,0.2867
202005,34013,"essex, nj",429050,0.0725,-0.0022,1675,-0.0239,-0.3424,60,0.1009,0.791,776,0.7477,-0.4174,20,0.6667,0,224,0.4737,-0.6267,5,0.25,0.6667,0,,,0,,,579613,0.0276,-0.0507,1680,-0.0233,-0.3412,0.003,7.00E-04,0.0018
202005,34025,"monmouth, nj",579950,0.0356,0.0839,2579,-0.0035,-0.3199,77,0.1938,0.7111,1092,1.2016,-0.3089,32,1.6667,-0.2727,404,0.629,-0.6406,1426,32.1628,53.8462,180.8981233,0.0529,0.0614,1404,0.0324,-0.0078,836349,-0.0697,0.0748,4005,0.5222,0.049,0.5529,0.5363,0.5461
202005,34041,"warren, nj",266543,-0.0126,0.0471,443,-0.0809,-0.4005,64,0.28,0.2929,156,0.3929,-0.4348,4,,,92,0.2778,-0.5965,4,3,1,0,,,0,,,320627,-0.0075,0.0903,447,-0.0745,-0.3968,0.009,0.007,0.0063
202005,34005,"burlington, nj",279950,0.0367,0.0683,1347,-0.011,-0.3932,66,0.1478,0.32,552,0.3939,-0.3727,32,0.3333,-0.2727,348,0.3182,-0.5421,203,0.5379,-0.0425,143.0989583,0.0137,0.0537,1926,0.0204,0.0201,368287,0.0146,0.0848,1550,0.0375,-0.3627,0.1507,0.0538,0.0552
202005,34015,"gloucester, nj",224950,0.0343,0.0712,810,-0.0929,-0.4915,71,0.127,0.2348,340,0.4912,-0.4178,20,0.6667,-0.2857,200,0.0417,-0.6575,108,0.44,0.1613,118.5146444,0.0056,0.0512,1800,0.0286,0.0078,259227,0.0262,0.0942,918,-0.0517,-0.4555,0.1333,0.0493,0.075
202005,48347,"nacogdoches, tx",234950,0.006,0.0925,156,-0.093,-0.1136,93,0.0568,0.0877,40,0.25,-0.2857,0,,,24,0.5,1,65,0.0656,2.6111,108,0.0447,0.0769,2266,0.0015,0.0727,315102,0.04,0.1368,221,-0.0515,0.1392,0.4167,0.062,0.3144
202005,34027,"morris, nj",565049,0.0107,0.0291,1809,0.0186,-0.3537,66,0.211,0.65,856,1.2526,-0.3249,8,,0,332,0.7292,-0.5699,5,4,1.5,0,,,0,,,690435,0.0027,0.0012,1814,0.0208,-0.3524,0.0028,0.0022,0.002
202005,34035,"somerset, nj",569950,0.0362,-0.0492,1126,0.0311,-0.3566,67,0.2182,0.5581,448,1,-0.4105,12,0.5,2,164,0.64,-0.6372,31,0.55,-0.3404,0,,,0,,,731775,0.0159,-0.0449,1157,0.0405,-0.3561,0.0275,0.0092,7.00E-04
202005,34019,"hunterdon, nj",529550,0.0086,0.0592,746,0.0191,-0.3479,80,0.1594,0.6495,204,0.5,-0.5096,8,,0,112,0.75,-0.6,6,0.2,-0.6842,0,,,0,,,644152,0.0273,0.0651,752,0.0204,-0.3534,0.008,0.0012,-0.0086
202005,34009,"cape may, nj",499050,0.0081,0.1607,1715,-0.0587,-0.286,101,0.1676,0.2317,352,0.8333,-0.3973,4,-0.5,-0.8333,204,0.7,-0.5603,246,-0.0682,4.7209,187.3123123,0.0111,0.1021,1080,-0.0182,0.2245,856257,0.0264,0.1501,1961,-0.0599,-0.198,0.1434,-0.0015,0.1255
202005,34039,"union, nj",440050,0.0733,0.0235,1217,0.0041,-0.3485,63,0.2,0.6579,580,0.859,-0.2961,12,,0.5,140,0.2069,-0.7154,21,1.625,0.6154,0,,,0,,,583803,0.0431,0.0141,1238,0.0148,-0.3418,0.0173,0.0107,0.0103
202005,34023,"middlesex, nj",410050,0.025,0.0253,2100,0.0072,-0.3741,70,0.2844,0.6667,856,0.8448,-0.4039,16,0,-0.2,360,0.7308,-0.6414,456,0.5354,-0.0022,143.4347826,,,896,,,528794,-0.191,0.1614,2556,0.073,-0.3295,0.2171,0.0747,0.0809
202004,34041,"warren, nj",269950,-0.0326,0.0996,482,-0.0731,-0.3361,50,0.0753,0,112,-0.5172,-0.6056,0,,,72,0,-0.5714,1,-0.5,-0.5,0,,,0,,,323049,-0.0014,0.1254,483,-0.0747,-0.3365,0.0021,-0.0018,-7.00E-04
202004,34009,"cape may, nj",495050,0.0218,0.1647,1822,-0.0199,-0.2493,86.5,0.1533,0.0813,192,-0.5596,-0.6779,8,-0.5,-0.6,120,-0.4,-0.7321,264,-0.2303,5.9474,185.2487136,0.017,0.0862,1100,-0.0054,0.2486,834196,0.0049,0.1122,2086,-0.0527,-0.1538,0.1449,-0.0396,0.1292
202004,34019,"hunterdon, nj",525050,0.0512,0.078,732,-0.0996,-0.2636,69,0.2,0.3529,136,-0.4333,-0.6421,0,,-1,64,-0.5429,-0.746,5,-0.5833,-0.6667,0,,,0,,,627040,0.0434,0.049,737,-0.1067,-0.2696,0.0068,-0.0079,-0.0083
202004,34027,"morris, nj",559050,0.0029,0.0459,1776,-0.085,-0.2991,54.5,0.4156,0.4342,380,-0.525,-0.6945,0,-1,-1,192,-0.52,-0.7333,1,-0.5,,0,,,0,,,688576,0.0019,0.0121,1777,-0.0854,-0.2987,6.00E-04,-5.00E-04,6.00E-04
202004,34017,"hudson, nj",532500,-0.0247,-0.0534,1375,-0.0451,-0.2831,55,0.2941,0.3095,316,-0.5093,-0.652,4,-0.75,-0.8,96,-0.4894,-0.7241,1,0,-0.5,297.4318077,0.0085,-0.0161,723,0.0255,0.0049,693474,-0.0047,0.0168,1376,-0.0451,-0.2833,7.00E-04,0,-3.00E-04
202004,34007,"camden, nj",212550,2.00E-04,0.0762,1324,-0.0702,-0.4395,53.5,0.1383,0.0594,444,-0.3729,-0.5469,12,-0.6667,-0.7,256,-0.3191,-0.6503,130,-0.1391,-0.2262,120.8974367,-0.0193,0.0837,1668,0.0042,0.0239,258224,-0.0098,0.0727,1454,-0.0768,-0.4253,0.0982,-0.0079,0.0271
202004,34003,"bergen, nj",649050,0,0.0444,3097,-0.0785,-0.318,60,0.3953,0.3953,580,-0.5892,-0.7344,12,-0.25,-0.5,264,-0.4359,-0.7422,6,0.5,,0,,,0,,,952442,0.0217,0.0306,3103,-0.0779,-0.3167,0.0019,7.00E-04,0.0019
202004,34001,"atlantic, nj",254950,-0.0041,-0.0453,2325,-0.0227,-0.1462,78.5,0.1214,0.1214,292,-0.5655,-0.6386,20,-0.4444,-0.375,188,-0.4598,-0.6493,761,-0.1459,7.4556,99.67618673,-0.0032,0.1974,1036,-0.0226,0.0402,423606,-0.0034,-0.2142,3086,-0.0563,0.097,0.3273,-0.0472,0.2943
202004,34021,"mercer, nj",383800,-0.0165,0.1045,1024,-0.0766,-0.321,60,0.3793,0.3187,252,-0.4112,-0.6802,8,1,-0.3333,148,-0.3509,-0.6442,192,-0.139,-0.3333,175.2724772,-0.0102,0.0699,1653,-0.0184,0.0469,582427,-0.0176,0.137,1216,-0.0871,-0.3229,0.1875,-0.0136,-0.0035
202004,34029,"ocean, nj",355995,0.0041,0.0628,5198,-0.0693,-0.2324,81.5,0.2538,0.3814,764,-0.542,-0.6341,28,-0.125,-0.5333,528,-0.34,-0.678,157,0.0329,0.9873,158.4415176,0.0088,0.0818,1500,0,0.0313,563745,0.0053,0.151,5355,-0.0666,-0.2184,0.0302,0.003,0.0185
202004,34015,"gloucester, nj",217490,0.0043,0.0504,893,-0.0888,-0.4422,63,0.2233,-0.0079,228,-0.4412,-0.6069,12,-0.625,-0.5714,192,-0.0769,-0.6129,75,-0.2347,-0.1379,117.8564205,-0.0093,0.0688,1750,0,0.002,252616,0.0233,0.0843,968,-0.102,-0.4265,0.084,-0.016,0.0296
202004,48347,"nacogdoches, tx",233550,0.1404,0.086,172,-0.0497,-0.1269,88,-0.2348,0.0798,32,-0.2,-0.2,0,,,16,-0.2,-0.5,61,0,3.0667,103.3779103,0.0797,0.032,2262.5,0.0919,0.0784,302974,0.1168,0.1395,233,-0.0372,0.0991,0.3547,0.0176,0.2785
202004,34005,"burlington, nj",270050,-0.009,0.0802,1362,-0.06,-0.3818,57.5,0.1979,0.15,396,-0.3571,-0.5823,24,-0.1429,-0.25,264,-0.3053,-0.625,132,-0.175,-0.3196,141.1690954,4.00E-04,0.0639,1887.5,0.0037,0.0577,362982,5.00E-04,0.1014,1494,-0.0715,-0.3767,0.0969,-0.0135,0.0089
202004,34035,"somerset, nj",550050,9.00E-04,-0.0709,1092,-0.0824,-0.3292,55,0.2941,0.358,224,-0.5789,-0.7053,8,1,1,100,-0.5,-0.7222,20,-0.2,-0.4286,0,,,0,,,720314,0.0156,-0.0265,1112,-0.0848,-0.3313,0.0183,-0.0027,-0.0032
